ID,loc_x,loc_y,loc_z,pitch,yaw,roll
0,-149.04359436035156,67.82533264160156,0.0,0.0,90.02984619140625,0.0
1,-46.96342086791992,-205.68658447265625,0.0,0.0,-178.56044006347656,0.0
2,234.93283081054688,158.4361114501953,1.4872313737869263,358.8267822265625,290.8395080566406,0.0
3,-11.863831520080566,20.776721954345703,0.0,0.0,30.03847312927246,0.0
4,-88.18354797363281,66.53047943115234,0.8328176736831665,0.11820989102125168,89.84373474121094,0.0
5,241.4965362548828,25.674461364746094,0.0,360.0,271.3931884765625,0.0
6,178.86424255371094,-197.39999389648438,0.0,0.0,0.0,0.0
7,150.40966796875,-128.3041229248047,8.0,360.0,90.9964828491211,0.0
8,234.31956481933594,-111.08576965332031,0.0,0.0,91.39320373535156,0.0
9,209.9836883544922,-202.8541259765625,0.0,360.0,195.8385467529297,0.0
10,6.463612079620361,138.98699951171875,0.0,0.0,296.8289794921875,0.0
11,192.3731689453125,5.89390754699707,0.0,360.0,0.855804443359375,0.0
12,-77.67333984375,-158.48684692382812,0.0,360.0,272.7112121582031,0.0
13,-74.7008056640625,-123.14970397949219,-0.08079013228416443,360.6355895996094,269.84375,0.0
14,-88.54735565185547,-66.86547088623047,-0.8180539608001709,0.6278470754623413,89.84373474121094,0.0
15,-22.16522789001465,-135.2463836669922,0.0,360.0,1.227264404296875,0.0
16,244.43283081054688,-95.05665588378906,0.0,360.0,271.3931884765625,0.0
17,3.382274627685547,134.43746948242188,0.0,0.0,0.797439455986023,0.0
18,130.61956787109375,-75.957763671875,8.0,0.0,-178.49090576171875,0.0
19,234.99110412597656,-140.7692108154297,0.0,0.0,89.37367248535156,0.0
20,-11.254216194152832,-16.271564483642578,0.0,360.0,145.9387664794922,0.0
21,132.52932739257812,-6.501297950744629,0.0,0.0,-179.14419555664062,0.0
22,78.80062103271484,4.1974077224731445,0.0,0.0,-359.1441955566406,0.0
23,129.34153747558594,129.2469940185547,0.3688822388648987,359.62225341796875,179.18280029296875,0.0
24,232.3825225830078,112.51144409179688,0.5528026223182678,1.1732285022735596,91.39320373535156,0.0
25,60.27009582519531,-195.98959350585938,0.0,360.0,1.4395599365234375,0.0
26,-71.17610931396484,136.95127868652344,0.0,360.0,-36.030792236328125,0.0
27,243.97354125976562,67.78004455566406,0.010024018585681915,359.8358154296875,271.3931884765625,0.0
28,-134.00318908691406,55.16041564941406,0.0,360.0,134.67684936523438,0.0
29,-77.5516357421875,-137.78785705566406,0.014293810352683067,360.2618103027344,157.42825317382812,0.0
30,-77.98262023925781,-43.14045333862305,-0.47543320059776306,359.160400390625,269.84375,0.0
31,90.18983459472656,207.30606079101562,1.0838077068328857,361.2748107910156,359.8570251464844,0.0
32,129.79441833496094,62.49310302734375,0.0,360.0,359.85260009765625,0.0
33,-132.10777282714844,48.265594482421875,0.0,0.0,134.67684936523438,0.0
34,-11.266362190246582,18.4078311920166,0.0,0.0,-301.5363464355469,0.0
35,147.24781799316406,-189.56170654296875,-0.024412592872977257,-1.6056983470916748,21.499713897705078,0.0
